Year,Urban,Rural
2014,0.893787379161651,0.106212620838349
2015,0.825864452913488,0.174135547086512
2016,0.864206681853952,0.135793318146048
2017,0.787891345058218,0.212108654941783
2018,0.822059614523964,0.177940385476036
2019,0.851618767756686,0.148381232243314
2020,0.857821342833938,0.142178657166062
2021,0.771569923028872,0.228430076971128
2022,0.788398098216588,0.211601901783412
2023,0.930996269268767,0.0690037307312324
