year,Urban,Rural
2014,0.851215628519832,0.148784371480168
2015,0.852058793162762,0.147941206837238
2016,0.870604736507531,0.129395263492469
2017,0.835839344540579,0.164160655459421
2018,0.90611854157036,0.0938814584296396
2019,0.853252872523744,0.146747127476256
2020,0.845366665608009,0.154633334391991
2021,0.819790166308726,0.180209833691274
2022,0.878361442324311,0.121638557675689
2023,0.87700079318713,0.12299920681287
